date,country,trHedgedUSD
1985-07-01,Australia,-0.013969862202424257
1985-08-01,Australia,-0.012538691659363523
1985-09-01,Australia,-0.01733040509411158
1985-10-01,Australia,-0.05541112827218614
1985-11-01,Australia,0.019115345573649
1985-12-01,Australia,0.07062206105830368
1986-01-01,Australia,0.022613439698833088
1986-02-01,Australia,0.07599776499873882
1986-03-01,Australia,0.04385509298056359
1986-04-01,Australia,-0.01392616629248633
1986-05-01,Australia,-0.06454283405085784
1986-06-01,Australia,-0.14262619050104175
1986-07-01,Australia,-0.017032297022665135
1986-08-01,Australia,0.03147756072785719
1986-09-01,Australia,0.04055646737551761
1986-10-01,Australia,0.011532801513008006
1986-11-01,Australia,0.036881540775986564
1986-12-01,Australia,-0.0155786316794683
1987-01-01,Australia,0.0028800878332432777
1987-02-01,Australia,0.06146307304014302
1987-03-01,Australia,0.06024166397974487
1987-04-01,Australia,0.009794494375995015
1987-05-01,Australia,0.020701952668360862
1987-06-01,Australia,-0.017685686502225052
1987-07-01,Australia,0.004124995431747365
1987-08-01,Australia,0.05920608244593254
1987-09-01,Australia,-0.07550504022767573
1987-10-01,Australia,-0.010100213926101807
1987-11-01,Australia,0.06735017721513872
1987-12-01,Australia,0.032467256034501596
1988-01-01,Australia,0.01624069599397204
1988-02-01,Australia,0.05597927624854775
1988-03-01,Australia,0.05038239781872606
1988-04-01,Australia,-0.0022573800886483524
1988-05-01,Australia,0.06523830301119352
1988-06-01,Australia,-0.004627341071425865
1988-07-01,Australia,0.020990865766250512
1988-08-01,Australia,-0.020962742771235627
1988-09-01,Australia,0.030605640377106166
1988-10-01,Australia,0.028852201398606548
1988-11-01,Australia,-0.02112262396023898
1988-12-01,Australia,0.0011739064960730877
1989-01-01,Australia,-0.029316056757514745
1989-02-01,Australia,-0.04182939234125755
1989-03-01,Australia,0.0016311817760137513
1989-04-01,Australia,-0.05851125613412725
1989-05-01,Australia,0.0031266140765103595
1989-06-01,Australia,0.01192814694872799
1989-07-01,Australia,0.03458191450202583
1989-08-01,Australia,-0.023009220599362883
1989-09-01,Australia,0.010400723268694435
1989-10-01,Australia,0.03909375160701087
1989-11-01,Australia,0.016931095329809548
1989-12-01,Australia,-0.03516138892094625
1990-08-01,Australia,0.018551606335839695
1990-09-01,Australia,-0.009092905958893479
1990-10-01,Australia,0.03285679227911022
1990-11-01,Australia,0.010895522218604636
1990-12-01,Australia,0.04954755613611689
1991-01-01,Australia,0.009869423291771002
1991-02-01,Australia,-0.0031260571200448714
1991-03-01,Australia,0.03927729790905141
1991-04-01,Australia,0.011115189517614244
1991-05-01,Australia,-0.038659959534194696
1991-06-01,Australia,0.03148323211458917
1991-07-01,Australia,0.038452028866352114
1991-08-01,Australia,0.041562515836037976
1991-09-01,Australia,0.033881992413221804
1991-10-01,Australia,-0.0005339913735856253
1991-11-01,Australia,0.009390858240251054
1991-12-01,Australia,-0.06941510943459286
1992-01-01,Australia,0.01519092696968429
1992-02-01,Australia,0.023604670065766113
1992-03-01,Australia,0.03953074386491459
1992-04-01,Australia,0.01571843526677603
1992-05-01,Australia,0.019005055555693248
1992-06-01,Australia,0.030442971090125004
1992-07-01,Australia,-0.06492590934487745
1992-08-01,Australia,0.004067135887962214
1992-09-01,Australia,-0.00040095564496647794
1992-10-01,Australia,-0.047383252918558924
1992-11-01,Australia,0.01801463067573441
1992-12-01,Australia,0.0025360808422469905
1993-01-01,Australia,0.062075175818185176
1993-02-01,Australia,0.051864734014176864
1993-03-01,Australia,0.028265867419285842
1993-04-01,Australia,-0.024696386682563597
1993-05-01,Australia,-0.006703589608625807
1993-06-01,Australia,0.04355162776615805
1993-07-01,Australia,0.020342125337386018
1993-08-01,Australia,-0.047649697954788746
1993-09-01,Australia,0.04412522948114561
1993-10-01,Australia,-0.013440647738647723
1993-11-01,Australia,0.02694027778553202
1993-12-01,Australia,0.0615159785302157
1994-01-01,Australia,-0.017440271896582572
1994-02-01,Australia,-0.06349724200409529
1994-03-01,Australia,-0.020714061787956425
1994-04-01,Australia,-0.005101787226926715
1994-05-01,Australia,-0.03503954562838013
1994-06-01,Australia,0.012775517077339331
1994-07-01,Australia,0.029104768019737767
1994-08-01,Australia,-0.04977645157219619
1994-09-01,Australia,-0.00876003703395503
1994-10-01,Australia,0.03332090477812155
1994-11-01,Australia,0.059903718867299706
1994-12-01,Australia,-0.022867751876247157
1995-01-01,Australia,-0.008164869102216556
1995-02-01,Australia,-0.006743439724926453
1995-03-01,Australia,0.029701072463144497
1995-04-01,Australia,0.039261128406424095
1995-05-01,Australia,0.01180287242504489
1995-06-01,Australia,0.0026236470502819147
1995-07-01,Australia,0.021805441622137805
1995-08-01,Australia,0.051787407858663724
1995-09-01,Australia,0.0216738639001166
1995-10-01,Australia,-0.009093315511423745
1995-11-01,Australia,0.014859474768248601
1995-12-01,Australia,0.0163615927810212
1996-01-01,Australia,0.014478954737297198
1996-02-01,Australia,-0.011784893461699739
1996-03-01,Australia,0.01957237542595616
1996-04-01,Australia,0.022343341133779438
1996-05-01,Australia,-0.008362588032929568
1996-06-01,Australia,0.023208532713411695
1996-07-01,Australia,0.03625280363942735
1996-08-01,Australia,0.020121988526566353
1996-09-01,Australia,0.03489941553701298
1996-10-01,Australia,0.03882514140899723
1996-11-01,Australia,-0.007237699232376479
1996-12-01,Australia,-0.027742198732919256
1997-01-01,Australia,-0.0028113016499973064
1997-02-01,Australia,-0.004418286578730873
1997-03-01,Australia,-0.006876994500925522
1997-04-01,Australia,0.01829417683504747
1997-05-01,Australia,0.01471231329811345
1997-06-01,Australia,0.02545990313687309
1997-07-01,Australia,0.0027313059197502563
1997-08-01,Australia,0.006667307412738921
1997-09-01,Australia,0.010187049545909939
1997-10-01,Australia,-0.017674266349890548
1997-11-01,Australia,-0.050408100603069717
1997-12-01,Australia,0.022072821830391352
1998-01-01,Australia,0.026163492194678697
1998-02-01,Australia,-0.0006942626161245274
1998-03-01,Australia,-0.007488379968173375
1998-04-01,Australia,-0.024134331324036792
1998-05-01,Australia,-0.032595141746116975
1998-06-01,Australia,0.031297584385809596
1998-07-01,Australia,-0.05069371832596938
1998-08-01,Australia,0.027550837696359045
1998-09-01,Australia,0.08484043872541416
1998-10-01,Australia,0.01859655085875791
1998-11-01,Australia,-0.0013876105658123241
1998-12-01,Australia,0.004757764017899723
1999-01-01,Australia,0.0033177949652338054
1999-02-01,Australia,-0.027116376857668285
1999-03-01,Australia,0.035459961475151305
1999-04-01,Australia,-0.003095888340664793
1999-05-01,Australia,-0.028994945181855337
1999-06-01,Australia,0.010023033588609072
1999-07-01,Australia,-0.02705510645796806
1999-08-01,Australia,0.01297695313437641
1999-09-01,Australia,-0.011513381025511762
1999-10-01,Australia,-0.009271003376620266
1999-11-01,Australia,-0.003929913990833693
1999-12-01,Australia,-0.002415047720095517
2000-01-01,Australia,-0.021895765458795055
2000-02-01,Australia,0.003318918597802954
2000-03-01,Australia,0.005491783805374205
2000-04-01,Australia,-0.03845293559671932
2000-05-01,Australia,0.05617490761490561
2000-06-01,Australia,-0.007230572273502262
2000-07-01,Australia,-0.009838537555741348
2000-08-01,Australia,-0.03775427642272766
2000-09-01,Australia,-0.0366120910506745
2000-10-01,Australia,0.0021041822131291996
2000-11-01,Australia,0.08774043837849273
2000-12-01,Australia,0.030991774030161685
2001-01-01,Australia,-0.028146439997225506
2001-02-01,Australia,-0.0400402234142629
2001-03-01,Australia,-0.03253009343612654
2001-04-01,Australia,0.01260092480068971
2001-05-01,Australia,0.004035772370359419
2001-06-01,Australia,-0.027404371093895444
2001-07-01,Australia,0.05989718099619742
2001-08-01,Australia,-0.023163663892236272
2001-09-01,Australia,0.017278060056460137
2001-10-01,Australia,0.02329926024220766
2001-11-01,Australia,-0.029417188623311743
2001-12-01,Australia,0.005888035203970064
2002-01-01,Australia,-0.011820999359665256
2002-02-01,Australia,0.0005321794723856052
2002-03-01,Australia,0.022514926533312645
2002-04-01,Australia,0.0363116660099809
2002-05-01,Australia,0.05225244006967215
2002-06-01,Australia,-0.0122107980704209
2002-07-01,Australia,-0.004742900003574956
2002-08-01,Australia,0.028068637112135843
2002-09-01,Australia,-0.0081707676199529
2002-10-01,Australia,0.03468544741325535
2002-11-01,Australia,0.011590701251737761
2002-12-01,Australia,0.047512506378330994
2003-01-01,Australia,0.03165357994538089
2003-02-01,Australia,0.003147747386704497
2003-03-01,Australia,0.009831318460407284
2003-04-01,Australia,0.08789976744990907
2003-05-01,Australia,0.04782753625065589
2003-06-01,Australia,-0.03848579058543214
2003-07-01,Australia,-0.0339779387737718
2003-08-01,Australia,0.02027839737906292
2003-09-01,Australia,0.04106472446865898
2003-10-01,Australia,0.011435695077098396
2003-11-01,Australia,0.043084394036833895
2003-12-01,Australia,0.049791214969854225
2004-01-01,Australia,0.014095794823399418
2004-02-01,Australia,-0.01919275964365035
2004-03-01,Australia,-0.034847552989122385
2004-04-01,Australia,-0.0639444721772455
2004-05-01,Australia,-0.004859402405324583
2004-06-01,Australia,0.04346249703798998
2004-07-01,Australia,0.004482784292224285
2004-08-01,Australia,0.0026053769672404413
2004-09-01,Australia,0.04621175811241058
2004-10-01,Australia,0.05169753041472419
2004-11-01,Australia,0.010711848919343792
2004-12-01,Australia,-0.008285708490952927
2005-01-01,Australia,0.017177146017223137
2005-02-01,Australia,-0.012657102875484334
2005-03-01,Australia,0.0017635075439834088
2005-04-01,Australia,0.006441541530461719
2005-05-01,Australia,0.014145477993247892
2005-06-01,Australia,-0.02027355957422125
2005-07-01,Australia,0.012174733274733436
2005-08-01,Australia,0.009997369822011857
2005-09-01,Australia,-0.028546913099575064
2005-10-01,Australia,-0.023718518255575388
2005-11-01,Australia,0.01946861015756937
2005-12-01,Australia,0.02542618720510246
2006-01-01,Australia,-0.013485339649997295
2006-02-01,Australia,-0.02252230292152962
2006-03-01,Australia,-0.0004141768011992194
2006-04-01,Australia,0.02730428253135784
2006-05-01,Australia,-0.02647105234479225
2006-06-01,Australia,0.014086747335012494
2006-07-01,Australia,0.022644878944320233
2006-08-01,Australia,0.006157891456276893
2006-09-01,Australia,-0.0015851288942191726
2006-10-01,Australia,0.033452969657110594
2006-11-01,Australia,0.013081810419039329
2006-12-01,Australia,-0.013644865981311066
2007-01-01,Australia,0.009598730209948893
2007-02-01,Australia,0.02202757212236831
2007-03-01,Australia,0.03346112653067522
2007-04-01,Australia,0.0007502601833691276
2007-05-01,Australia,0.003271719385461393
2007-06-01,Australia,0.03842206088278403
2007-07-01,Australia,-0.024395189838999482
2007-08-01,Australia,0.019165999555616514
2007-09-01,Australia,0.05247577030827851
2007-10-01,Australia,0.010683927295972851
2007-11-01,Australia,-0.03698079282934286
2007-12-01,Australia,0.024719555141941414
2008-01-01,Australia,0.02130961839837423
2008-02-01,Australia,0.026878889473282902
2008-03-01,Australia,0.004421741086175941
2008-04-01,Australia,0.0068434980684703856
2008-05-01,Australia,-0.013862496983225094
2008-06-01,Australia,0.028650385998152096
2008-07-01,Australia,-0.04836461783255171
2008-08-01,Australia,-0.05775836936860636
2008-09-01,Australia,-0.130676366683584
2008-10-01,Australia,-0.02015879888847769
2008-11-01,Australia,0.07877272890543842
2008-12-01,Australia,0.015770519151081703
2009-01-01,Australia,-0.04996822912114628
2009-02-01,Australia,0.019693274561003865
2009-03-01,Australia,0.05920971946781044
2009-04-01,Australia,0.02910597006003194
2009-05-01,Australia,0.007417632497416841
2009-06-01,Australia,0.010473919413360653
2009-07-01,Australia,0.0364416255671364
2009-08-01,Australia,0.0509691288198557
2009-09-01,Australia,0.04362474116419784
2009-10-01,Australia,0.015015407824515204
2009-11-01,Australia,-0.017938825088971138
2009-12-01,Australia,0.006819617850889903
2010-01-01,Australia,-0.022198984348981488
2010-02-01,Australia,0.02051906870776831
2010-03-01,Australia,0.0034472596064039017
2010-04-01,Australia,-0.03549112682806627
2010-05-01,Australia,-0.007631575504540847
2010-06-01,Australia,0.044177251633948846
2010-07-01,Australia,0.03937767431855964
2010-08-01,Australia,0.04165756586724858
2010-09-01,Australia,0.03859114098002631
2010-10-01,Australia,-0.01457766724476632
2010-11-01,Australia,-0.008753966801702083
2010-12-01,Australia,0.006750899595905041
2011-01-01,Australia,0.006130165741982257
2011-02-01,Australia,0.01698158565989891
2011-03-01,Australia,0.04149761602784263
2011-04-01,Australia,0.02330645452560777
2011-05-01,Australia,0.00768528931050835
2011-06-01,Australia,0.026820701841682358
2011-07-01,Australia,0.015115073880279394
2011-08-01,Australia,-0.004314347081835015
2011-09-01,Australia,-0.018801566227610554
2011-10-01,Australia,0.017329725629883396
2011-11-01,Australia,0.021773783396352445
2011-12-01,Australia,0.031104486699041294
2012-01-01,Australia,0.015424867833139802
2012-02-01,Australia,-0.033604043264565314
2012-03-01,Australia,0.0067932074658469815
2012-04-01,Australia,0.01105063479035112
2012-05-01,Australia,0.024403133386211303
2012-06-01,Australia,0.040595563142996144
2012-07-01,Australia,-0.009173555211100998
2012-08-01,Australia,0.0012542536968926812
2012-09-01,Australia,-0.00471840052025368
2012-10-01,Australia,0.004726266996229102
2012-11-01,Australia,-0.006123084978459454
2012-12-01,Australia,-0.010628947865964099
2013-01-01,Australia,-0.02583906608615677
2013-02-01,Australia,0.002653484874289751
2013-03-01,Australia,0.026513239166795228
2013-04-01,Australia,-0.05044450194057456
2013-05-01,Australia,-0.06603828777103228
2013-06-01,Australia,-0.04676393182008844
2013-07-01,Australia,-0.02182480291428995
2013-08-01,Australia,0.019027834851689
2013-09-01,Australia,0.026555877250200144
2013-10-01,Australia,-0.03229743020578825
2013-11-01,Australia,-0.04223198497096506
2013-12-01,Australia,-0.0038241885660301508
2014-01-01,Australia,0.018944898119603794
2014-02-01,Australia,0.015175589356030047
2014-03-01,Australia,0.031665685435422905
2014-04-01,Australia,0.02040864736224956
2014-05-01,Australia,0.013208667397641649
2014-06-01,Australia,0.02257758526680347
2014-07-01,Australia,-0.0030161773645306506
2014-08-01,Australia,-0.03938517937666565
2014-09-01,Australia,-0.009305535736397242
2014-10-01,Australia,-0.01071680621326735
2014-11-01,Australia,-0.01716925468429304
2014-12-01,Australia,0.0060908174481133035
2015-01-01,Australia,-0.021775951132180386
2015-02-01,Australia,-0.007815868618255582
2015-03-01,Australia,0.008057056377650713
2015-04-01,Australia,-0.02151693748298654
2015-05-01,Australia,-0.030119008432611998
2015-06-01,Australia,-0.03386734853753024
2015-07-01,Australia,0.0013764237086914812
2015-08-01,Australia,-0.03047914681700847
2015-09-01,Australia,0.02661511767555532
2015-10-01,Australia,-0.026598456859719198
2015-11-01,Australia,0.01819038594873126
2015-12-01,Australia,-0.019643697092183634
2016-01-01,Australia,0.040055518657591924
2016-02-01,Australia,0.043768322600242236
2016-03-01,Australia,0.026461957001987637
2016-04-01,Australia,-0.028457970278374992
2016-05-01,Australia,0.02984147528994753
2016-06-01,Australia,0.03518911296808673
2016-07-01,Australia,0.017777175748575527
2016-08-01,Australia,-0.014316965693055234
2016-09-01,Australia,-0.016253991480841702
2016-10-01,Australia,-0.03618595623167024
2016-11-01,Australia,-0.045689816302169325
2016-12-01,Australia,0.025473560249207286
2017-01-01,Australia,0.02583816502697963
2017-02-01,Australia,-0.009610475029074271
2017-03-01,Australia,0.01145012148633582
2017-04-01,Australia,-0.010505714700445491
2017-05-01,Australia,0.029778244647332176
2017-06-01,Australia,0.012294429133612207
2017-07-01,Australia,0.019120724125891855
2017-08-01,Australia,0.0020516674193613513
2017-09-01,Australia,-0.026296270127395976
2017-10-01,Australia,-0.0022851671787236455
2017-11-01,Australia,0.00393069331782132
2017-12-01,Australia,0.027574549253029452
2018-01-01,Australia,-0.017303856439956543
2018-02-01,Australia,-0.0003012376414006765
2018-03-01,Australia,-0.009199767323522774
2018-04-01,Australia,-0.023041908890316622
2018-05-01,Australia,0.006918585772220915
2018-06-01,Australia,-0.00507429564723262
2018-07-01,Australia,-0.003958242004618768
2018-08-01,Australia,-0.017255791765198467
2018-09-01,Australia,-0.015033389487137904
2018-10-01,Australia,0.02186991259421494
2018-11-01,Australia,0.013839825606586302
2018-12-01,Australia,0.014261127139258973
2019-01-01,Australia,0.013426953201397876
2019-02-01,Australia,0.009815067688618997
2019-03-01,Australia,0.01482344160420563
2019-04-01,Australia,-0.002399148692818446
2019-05-01,Australia,0.027123591840264753
2019-06-01,Australia,0.012771521797210174
2019-07-01,Australia,0.006245286844983576
2019-08-01,Australia,0.00047229701767340744
2019-09-01,Australia,-0.0009935803681062239
2019-10-01,Australia,-0.004756239069808944
2019-11-01,Australia,0.005687251351635865
2019-12-01,Australia,0.00044843505647653955
2020-01-01,Australia,-0.009613339415814461
2020-02-01,Australia,-0.05665976140738026
2020-03-01,Australia,0.01894022307147343
2020-04-01,Australia,0.02824869853788994
2020-05-01,Australia,0.05673114483002361
2020-06-01,Australia,0.024073602874854043
2020-07-01,Australia,0.02300537095083305
2020-08-01,Australia,0.004591036478977585
2020-09-01,Australia,-0.005028122129907742
2020-10-01,Australia,0.01623820285135055
2020-11-01,Australia,0.025031418946147556
2020-12-01,Australia,0.019161368188699648
2021-01-01,Australia,-0.02174507038296695
2021-02-01,Australia,-0.0381726408630023
2021-03-01,Australia,0.003042832011218095
2021-04-01,Australia,0.0108965625083885
2021-05-01,Australia,-0.0024877318918676192
2021-06-01,Australia,-0.0033579321681508558
2021-07-01,Australia,-0.003244491100786315
2021-08-01,Australia,-0.01162998139323685
2021-09-01,Australia,-0.024681775041416255
2021-10-01,Australia,-0.0213381120741399
2021-11-01,Australia,-0.0017335909133167557
2021-12-01,Australia,-0.020392539558793797
2022-01-01,Australia,-0.019810937335552597
2022-02-01,Australia,-0.004578233051943301
2022-03-01,Australia,-0.042420220505842245
2022-04-01,Australia,-0.07112577931385805
2022-05-01,Australia,-0.030727772505901682
2022-06-01,Australia,0.006911176300190543
2022-07-01,Australia,0.024310467051409813
2022-08-01,Australia,-0.06888748981842858
2022-09-01,Australia,-0.05526095566579438
2022-10-01,Australia,0.05821284504251364
2022-11-01,Australia,0.039112850358344185
2022-12-01,Australia,0.02998130754204848
2023-01-01,Australia,-0.012914163610854863
2023-02-01,Australia,-0.008857069526040744
2023-03-01,Australia,0.016080118484101423
2023-04-01,Australia,-0.016047110570599224
2023-05-01,Australia,-0.01983390510050337
2023-06-01,Australia,-0.001506900039850146
2023-07-01,Australia,-0.040942237603317874
2023-08-01,Australia,-0.011599941041195747
2023-09-01,Australia,-0.040648105135810825
2023-10-01,Australia,0.03465919847638975
2023-11-01,Australia,0.06527519213381408
2023-12-01,Australia,-0.001143038043782148
2024-01-01,Australia,-0.012398497797734349
2024-02-01,Australia,0.017270859871433633
2024-03-01,Australia,-0.021375210284650347
2024-04-01,Australia,0.017823257373625376
2024-05-01,Australia,0.013460085383663252
2024-06-01,Australia,0.002076135738251778
2024-07-01,Australia,0.03050933550003735
2024-08-01,Australia,0.025372773145190854
2024-09-01,Australia,-0.03420770326265243
2024-10-01,Australia,-0.04310999933261037
2024-11-01,Australia,-0.007978007498199673
2024-12-01,Australia,-0.02583233351445106
2025-01-01,Australia,0.01958386723750014
2025-02-01,Australia,0.003368115320075257
2025-03-01,Australia,0.014740601896454838
2025-04-01,Australia,0.019710594466511647
2025-05-01,Australia,0.026907810649053638
2025-06-01,Australia,0.0012330275781156476
2025-07-01,Australia,-0.0010582599610466613
2025-08-01,Australia,0.01804949444592084
2025-09-01,Australia,0.0012156567087041013
2025-10-01,Australia,-0.01738303762790735
2025-11-01,Australia,0.001189187003939855
2025-12-01,Australia,0.023901674073188498
2026-01-01,Australia,0.0428040297794767
2026-02-01,Australia,-0.015590136280850958
2026-03-01,Australia,0.0119772290486861
1971-01-01,Canada,-0.00017868954631916146
1971-02-01,Canada,0.005649333554611424
1971-03-01,Canada,0.0018508468048762583
1971-04-01,Canada,-0.020339710159406773
1971-05-01,Canada,-0.010006783198221895
1971-06-01,Canada,-0.00445694979335126
1971-07-01,Canada,0.01991139718866216
1971-08-01,Canada,0.030872647512058617
1971-09-01,Canada,0.027404683612331143
1971-10-01,Canada,0.017908715117479435
1971-11-01,Canada,0.018890897973152937
1971-12-01,Canada,-0.009959804475188662
1972-01-01,Canada,-0.008720930235755148
1972-02-01,Canada,-0.0034721324913457785
1972-03-01,Canada,-0.010019940317217889
1972-04-01,Canada,0.010762526010060097
1972-05-01,Canada,0.009960436073224818
1972-06-01,Canada,-0.0057123148216535104
1972-07-01,Canada,0.008792935689247768
1972-08-01,Canada,0.004096363761091126
1972-09-01,Canada,0.01591716546480816
1972-10-01,Canada,0.012421598253744047
1972-11-01,Canada,0.0004220130144951318
1972-12-01,Canada,0.003523982679481652
1973-01-01,Canada,0.005998401342931855
