date,country,yield
4/1/2014,Germany,0.002539
5/1/2014,Germany,0.00248
6/1/2014,Germany,0.000758
7/1/2014,Germany,0.000433
8/1/2014,Germany,0.000179
9/1/2014,Germany,6.60E-05
10/1/2014,Germany,-4.50E-05
11/1/2014,Germany,-0.000116
12/1/2014,Germany,-0.000301
1/1/2015,Germany,-0.000506
2/1/2015,Germany,-0.00036
3/1/2015,Germany,-0.000504
4/1/2015,Germany,-0.000745
5/1/2015,Germany,-0.001058
6/1/2015,Germany,-0.001185
7/1/2015,Germany,-0.001177
8/1/2015,Germany,-0.001213
9/1/2015,Germany,-0.001357
10/1/2015,Germany,-0.001389
11/1/2015,Germany,-0.001347
12/1/2015,Germany,-0.00199
1/1/2016,Germany,-0.002387
2/1/2016,Germany,-0.002404
3/1/2016,Germany,-0.002877
4/1/2016,Germany,-0.003378
5/1/2016,Germany,-0.00338
6/1/2016,Germany,-0.003325
7/1/2016,Germany,-0.003288
8/1/2016,Germany,-0.003388
9/1/2016,Germany,-0.00343
10/1/2016,Germany,-0.003466
11/1/2016,Germany,-0.003487
12/1/2016,Germany,-0.003504
1/1/2017,Germany,-0.003515
2/1/2017,Germany,-0.003528
3/1/2017,Germany,-0.003535
4/1/2017,Germany,-0.003569
5/1/2017,Germany,-0.003589
6/1/2017,Germany,-0.003587
7/1/2017,Germany,-0.003595
8/1/2017,Germany,-0.003558
9/1/2017,Germany,-0.003581
10/1/2017,Germany,-0.00359
11/1/2017,Germany,-0.003492
12/1/2017,Germany,-0.003423
1/1/2018,Germany,-0.003624
2/1/2018,Germany,-0.003647
3/1/2018,Germany,-0.003639
4/1/2018,Germany,-0.003657
5/1/2018,Germany,-0.003625
6/1/2018,Germany,-0.003618
7/1/2018,Germany,-0.003636
8/1/2018,Germany,-0.003591
9/1/2018,Germany,-0.003627
10/1/2018,Germany,-0.00366
11/1/2018,Germany,-0.003613
12/1/2018,Germany,-0.003605
1/1/2019,Germany,-0.00367
2/1/2019,Germany,-0.00367
3/1/2019,Germany,-0.003679
4/1/2019,Germany,-0.00367
5/1/2019,Germany,-0.003666
6/1/2019,Germany,-0.003616
7/1/2019,Germany,-0.003668
8/1/2019,Germany,-0.003612
9/1/2019,Germany,-0.004032
10/1/2019,Germany,-0.005495978
11/1/2019,Germany,-0.0053915
12/1/2019,Germany,-0.00540201
1/1/2020,Germany,-0.005374213
2/1/2020,Germany,-0.005382235
3/1/2020,Germany,-0.005356286
4/1/2020,Germany,-0.005354685
5/1/2020,Germany,-0.00540192
6/1/2020,Germany,-0.00544465
7/1/2020,Germany,-0.005495557
8/1/2020,Germany,-0.005520876
9/1/2020,Germany,-0.005529327
10/1/2020,Germany,-0.005546409
11/1/2020,Germany,-0.005562162
12/1/2020,Germany,-0.005563491
1/1/2021,Germany,-0.005657645
2/1/2021,Germany,-0.00563521
3/1/2021,Germany,-0.005637665
4/1/2021,Germany,-0.005660555
5/1/2021,Germany,-0.005647062
6/1/2021,Germany,-0.005641259
7/1/2021,Germany,-0.005665223
8/1/2021,Germany,-0.005681
9/1/2021,Germany,-0.005693604
10/1/2021,Germany,-0.005704129
11/1/2021,Germany,-0.005732373
12/1/2021,Germany,-0.005763721
1/1/2022,Germany,-0.005794657
2/1/2022,Germany,-0.00576333
3/1/2022,Germany,-0.005777031
4/1/2022,Germany,-0.005837074
5/1/2022,Germany,-0.005847414
6/1/2022,Germany,-0.005826241
7/1/2022,Germany,-0.005710643
8/1/2022,Germany,-0.000946522
9/1/2022,Germany,0.002545841
10/1/2022,Germany,0.006553786
11/1/2022,Germany,0.0126662
12/1/2022,Germany,0.01503965
1/1/2023,Germany,0.01901312
2/1/2023,Germany,0.02200642
3/1/2023,Germany,0.02508364
4/1/2023,Germany,0.02899081
5/1/2023,Germany,0.03046309
6/1/2023,Germany,0.03204591
7/1/2023,Germany,0.03403263
8/1/2023,Germany,0.03610367
9/1/2023,Germany,0.03712522
10/1/2023,Germany,0.0390106
11/1/2023,Germany,0.03902744
12/1/2023,Germany,0.03903442
1/1/2024,Germany,0.0390265
2/1/2024,Germany,0.03908676
3/1/2024,Germany,0.03907311
4/1/2024,Germany,0.03908278
5/1/2024,Germany,0.03906963
6/1/2024,Germany,0.03786032
7/1/2024,Germany,0.03663089
8/1/2024,Germany,0.03664356
9/1/2024,Germany,0.03592092
10/1/2024,Germany,0.03371394
11/1/2024,Germany,0.03164967
12/1/2024,Germany,0.03102686
1/1/2025,Germany,0.02918839
2/1/2025,Germany,0.02729045
3/1/2025,Germany,0.02534371
4/1/2025,Germany,0.02383054
5/1/2025,Germany,0.02169002
6/1/2025,Germany,0.02040965
7/1/2025,Germany,0.01923233
8/1/2025,Germany,0.0192434
9/1/2025,Germany,0.01924563
10/1/2025,Germany,0.01926376
11/1/2025,Germany,0.01928931
12/1/2025,Germany,0.01929287
1/1/2026,Germany,0.01931671
2/1/2026,Germany,0.01930832
3/1/2026,Germany,0.01932288
4/1/2026,Germany,0.01931812
5/1/2026,Germany,0.01930568
7/1/1985,Japan,0.064167
8/1/1985,Japan,0.062476
9/1/1985,Japan,0.064972
10/1/1985,Japan,0.0666
11/1/1985,Japan,0.074185
12/1/1985,Japan,0.082425
1/1/1986,Japan,0.070455
2/1/1986,Japan,0.060256
3/1/1986,Japan,0.057552
4/1/1986,Japan,0.049661
5/1/1986,Japan,0.043984
6/1/1986,Japan,0.045234
7/1/1986,Japan,0.046298
8/1/1986,Japan,0.046771
9/1/1986,Japan,0.047585
10/1/1986,Japan,0.045365
11/1/1986,Japan,0.039048
12/1/1986,Japan,0.04315
1/1/1987,Japan,0.043304
2/1/1987,Japan,0.042768
3/1/1987,Japan,0.039922
4/1/1987,Japan,0.037147
5/1/1987,Japan,0.032955
6/1/1987,Japan,0.033073
7/1/1987,Japan,0.03295
8/1/1987,Japan,0.033151
9/1/1987,Japan,0.035142
10/1/1987,Japan,0.035
11/1/1987,Japan,0.035268
12/1/1987,Japan,0.039575
1/1/1988,Japan,0.036994
2/1/1988,Japan,0.035852
3/1/1988,Japan,0.037734
4/1/1988,Japan,0.034946
5/1/1988,Japan,0.034643
6/1/1988,Japan,0.035938
7/1/1988,Japan,0.038646
8/1/1988,Japan,0.0398
9/1/1988,Japan,0.040852
10/1/1988,Japan,0.041712
11/1/1988,Japan,0.039432
12/1/1988,Japan,0.043625
1/1/1989,Japan,0.0409375
2/1/1989,Japan,0.0417928
3/1/1989,Japan,0.0425426
4/1/1989,Japan,0.0442031
5/1/1989,Japan,0.04675
6/1/1989,Japan,0.0513778
7/1/1989,Japan,0.052247
8/1/1989,Japan,0.0538043
9/1/1989,Japan,0.0543125
10/1/1989,Japan,0.0600893
11/1/1989,Japan,0.0615156
12/1/1989,Japan,0.0644792
1/1/1990,Japan,0.0658059
2/1/1990,Japan,0.0664309
3/1/1990,Japan,0.0681696
4/1/1990,Japan,0.071625
5/1/1990,Japan,0.0725893
6/1/1990,Japan,0.0736458
7/1/1990,Japan,0.0752415
8/1/1990,Japan,0.0754348
9/1/1990,Japan,0.0776316
10/1/1990,Japan,0.0781108
11/1/1990,Japan,0.0807656
12/1/1990,Japan,0.0822969
1/1/1991,Japan,0.0805428
2/1/1991,Japan,0.0812007
3/1/1991,Japan,0.0827813
4/1/1991,Japan,0.0823363
5/1/1991,Japan,0.0803274
6/1/1991,Japan,0.0804063
7/1/1991,Japan,0.074606
8/1/1991,Japan,0.0748438
9/1/1991,Japan,0.0704934
10/1/1991,Japan,0.0685795
11/1/1991,Japan,0.0638281
12/1/1991,Japan,0.0630952
1/1/1992,Japan,0.0552632
2/1/1992,Japan,0.0568257
3/1/1992,Japan,0.0565327
4/1/1992,Japan,0.0476637
5/1/1992,Japan,0.0474507
6/1/1992,Japan,0.0475284
7/1/1992,Japan,0.0453125
8/1/1992,Japan,0.0411905
9/1/1992,Japan,0.0422656
10/1/1992,Japan,0.0407386
11/1/1992,Japan,0.0394572
12/1/1992,Japan,0.0389489
1/1/1993,Japan,0.0389967
2/1/1993,Japan,0.0327632
3/1/1993,Japan,0.0324185
4/1/1993,Japan,0.0317857
5/1/1993,Japan,0.032066
6/1/1993,Japan,0.0321429
7/1/1993,Japan,0.0326278
8/1/1993,Japan,0.0312926
9/1/1993,Japan,0.0285781
10/1/1993,Japan,0.0250781
11/1/1993,Japan,0.0249531
12/1/1993,Japan,0.0244196
1/1/1994,Japan,0.0233125
2/1/1994,Japan,0.0224013
3/1/1994,Japan,0.0225
4/1/1994,Japan,0.02175
5/1/1994,Japan,0.0209046
6/1/1994,Japan,0.020625
7/1/1994,Japan,0.0208185
8/1/1994,Japan,0.0213043
9/1/1994,Japan,0.0218906
10/1/1994,Japan,0.022375
11/1/1994,Japan,0.0226719
12/1/1994,Japan,0.0229315
1/1/1995,Japan,0.0225
2/1/1995,Japan,0.0221719
3/1/1995,Japan,0.0218892
4/1/1995,Japan,0.01525
5/1/1995,Japan,0.0131325
6/1/1995,Japan,0.0127909
7/1/1995,Japan,0.0094667
8/1/1995,Japan,0.0088174
9/1/1995,Japan,0.005735
10/1/1995,Japan,0.0046667
11/1/1995,Japan,0.004605
12/1/1995,Japan,0.0045905
1/1/1996,Japan,0.0046632
2/1/1996,Japan,0.00458
3/1/1996,Japan,0.004555
4/1/1996,Japan,0.0048571
5/1/1996,Japan,0.0046857
6/1/1996,Japan,0.004715
7/1/1996,Japan,0.0048217
8/1/1996,Japan,0.0044409
9/1/1996,Japan,0.0046789
10/1/1996,Japan,0.00475
11/1/1996,Japan,0.00477
12/1/1996,Japan,0.00486
1/1/1997,Japan,0.0048421
2/1/1997,Japan,0.0049526
3/1/1997,Japan,0.0051
4/1/1997,Japan,0.0049619
5/1/1997,Japan,0.0048619
6/1/1997,Japan,0.0049571
7/1/1997,Japan,0.0049273
8/1/1997,Japan,0.0048476
9/1/1997,Japan,0.00498
10/1/1997,Japan,0.0048
11/1/1997,Japan,0.0049111
12/1/1997,Japan,0.0039429
1/1/1998,Japan,0.0043526
2/1/1998,Japan,0.0043368
3/1/1998,Japan,0.0043091
4/1/1998,Japan,0.0044333
5/1/1998,Japan,0.0042789
6/1/1998,Japan,0.0043682
7/1/1998,Japan,0.0041318
8/1/1998,Japan,0.0042714
9/1/1998,Japan,0.003215
10/1/1998,Japan,0.0023545
11/1/1998,Japan,0.0020158
12/1/1998,Japan,0.0025095
1/1/1999,Japan,0.0022526
2/1/1999,Japan,0.0017632
3/1/1999,Japan,0.0004091
4/1/1999,Japan,0.0003143
5/1/1999,Japan,0.0003
6/1/1999,Japan,0.0003
7/1/1999,Japan,0.0003
8/1/1999,Japan,0.0003
9/1/1999,Japan,0.000325
10/1/1999,Japan,0.000245
11/1/1999,Japan,0.000275
12/1/1999,Japan,0.0002429
1/1/2000,Japan,0.0002053
2/1/2000,Japan,0.000345
3/1/2000,Japan,0.0002136
4/1/2000,Japan,0.0002
5/1/2000,Japan,0.00021
6/1/2000,Japan,0.0002091
7/1/2000,Japan,0.00021
8/1/2000,Japan,0.0015522
9/1/2000,Japan,0.002495
10/1/2000,Japan,0.0024762
11/1/2000,Japan,0.002475
12/1/2000,Japan,0.0024143
1/1/2001,Japan,0.0024895
2/1/2001,Japan,0.0024842
3/1/2001,Japan,0.0010667
4/1/2001,Japan,0.0002
5/1/2001,Japan,0.0001857
6/1/2001,Japan,0.0001762
7/1/2001,Japan,0.0001286
8/1/2001,Japan,0.0001
9/1/2001,Japan,5.05E-05
10/1/2001,Japan,3.14E-05
11/1/2001,Japan,2.43E-05
12/1/2001,Japan,1.84E-05
1/1/2002,Japan,1.11E-05
2/1/2002,Japan,1.00E-05
3/1/2002,Japan,2.05E-05
4/1/2002,Japan,1.48E-05
5/1/2002,Japan,1.38E-05
6/1/2002,Japan,1.40E-05
7/1/2002,Japan,1.78E-05
8/1/2002,Japan,1.86E-05
9/1/2002,Japan,5.26E-05
10/1/2002,Japan,1.91E-05
11/1/2002,Japan,1.95E-05
12/1/2002,Japan,1.95E-05
1/1/2003,Japan,2.00E-05
2/1/2003,Japan,1.00E-05
3/1/2003,Japan,2.00E-05
4/1/2003,Japan,1.00E-05
5/1/2003,Japan,1.00E-05
6/1/2003,Japan,1.00E-05
7/1/2003,Japan,2.00E-05
8/1/2003,Japan,1.00E-05
9/1/2003,Japan,2.00E-05
10/1/2003,Japan,1.00E-05
11/1/2003,Japan,1.00E-05
12/1/2003,Japan,1.00E-05
1/1/2004,Japan,0
2/1/2004,Japan,1.00E-05
3/1/2004,Japan,1.00E-05
4/1/2004,Japan,0
5/1/2004,Japan,1.00E-05
6/1/2004,Japan,1.00E-05
7/1/2004,Japan,0
8/1/2004,Japan,1.00E-05
9/1/2004,Japan,1.00E-05
10/1/2004,Japan,1.00E-05
11/1/2004,Japan,1.00E-05
12/1/2004,Japan,1.00E-05
1/1/2005,Japan,1.00E-05
2/1/2005,Japan,1.00E-05
3/1/2005,Japan,2.00E-05
4/1/2005,Japan,1.00E-05
5/1/2005,Japan,1.00E-05
6/1/2005,Japan,1.00E-05
7/1/2005,Japan,1.00E-05
8/1/2005,Japan,1.00E-05
9/1/2005,Japan,1.00E-05
10/1/2005,Japan,1.00E-05
11/1/2005,Japan,1.00E-05
12/1/2005,Japan,1.00E-05
1/1/2006,Japan,1.00E-05
2/1/2006,Japan,1.00E-05
3/1/2006,Japan,2.00E-05
4/1/2006,Japan,2.00E-05
5/1/2006,Japan,0.0002
6/1/2006,Japan,0.00036
7/1/2006,Japan,0.00155
8/1/2006,Japan,0.0025
9/1/2006,Japan,0.00261
10/1/2006,Japan,0.00254
11/1/2006,Japan,0.00257
12/1/2006,Japan,0.00255
1/1/2007,Japan,0.00267
2/1/2007,Japan,0.00357
3/1/2007,Japan,0.00509
4/1/2007,Japan,0.00511
5/1/2007,Japan,0.00521
6/1/2007,Japan,0.0051
7/1/2007,Japan,0.00499
8/1/2007,Japan,0.00485
9/1/2007,Japan,0.0051
10/1/2007,Japan,0.00506
11/1/2007,Japan,0.005
12/1/2007,Japan,0.00497
1/1/2008,Japan,0.00502
2/1/2008,Japan,0.00504
3/1/2008,Japan,0.00511
4/1/2008,Japan,0.00506
5/1/2008,Japan,0.00505
6/1/2008,Japan,0.00509
7/1/2008,Japan,0.00503
8/1/2008,Japan,0.00504
9/1/2008,Japan,0.00495
10/1/2008,Japan,0.00487
11/1/2008,Japan,0.00301
12/1/2008,Japan,0.00211
1/1/2009,Japan,0.0012
2/1/2009,Japan,0.00111
3/1/2009,Japan,0.001
4/1/2009,Japan,0.00104
5/1/2009,Japan,0.00102
6/1/2009,Japan,0.00104
7/1/2009,Japan,0.00102
8/1/2009,Japan,0.00106
9/1/2009,Japan,0.00102
10/1/2009,Japan,0.00106
11/1/2009,Japan,0.00105
12/1/2009,Japan,0.00101
1/1/2010,Japan,0.00096
2/1/2010,Japan,0.00101
3/1/2010,Japan,0.00097
4/1/2010,Japan,0.00093
5/1/2010,Japan,0.00091
6/1/2010,Japan,0.00095
7/1/2010,Japan,0.00094
8/1/2010,Japan,0.00095
9/1/2010,Japan,0.00091
10/1/2010,Japan,0.00091
11/1/2010,Japan,0.00091
12/1/2010,Japan,0.00087
1/1/2011,Japan,0.00085
2/1/2011,Japan,0.00093
3/1/2011,Japan,0.00085
4/1/2011,Japan,0.00062
5/1/2011,Japan,0.00069
6/1/2011,Japan,0.00069
7/1/2011,Japan,0.00073
8/1/2011,Japan,0.00081
9/1/2011,Japan,0.0008
10/1/2011,Japan,0.00081
11/1/2011,Japan,0.00077
12/1/2011,Japan,0.00078
1/1/2012,Japan,0.0008
2/1/2012,Japan,0.00085
3/1/2012,Japan,0.00084
4/1/2012,Japan,0.00075
5/1/2012,Japan,0.00084
6/1/2012,Japan,0.00076
7/1/2012,Japan,0.00084
8/1/2012,Japan,0.00086
9/1/2012,Japan,0.00085
10/1/2012,Japan,0.00085
11/1/2012,Japan,0.00086
12/1/2012,Japan,0.00082
1/1/2013,Japan,0.00083
2/1/2013,Japan,0.0008
3/1/2013,Japan,0.0008
4/1/2013,Japan,0.0007
5/1/2013,Japan,0.0007
6/1/2013,Japan,0.0007
7/1/2013,Japan,0.0007
8/1/2013,Japan,0.0007
9/1/2013,Japan,0.0007
10/1/2013,Japan,0.0007
11/1/2013,Japan,0.0007
12/1/2013,Japan,0.0007
1/1/2014,Japan,0.0007
2/1/2014,Japan,0.0008
3/1/2014,Japan,0.0007
4/1/2014,Japan,0.0006
5/1/2014,Japan,0.0007
6/1/2014,Japan,0.0007
7/1/2014,Japan,0.0007
8/1/2014,Japan,0.0007
9/1/2014,Japan,0.0007
10/1/2014,Japan,0.0006
11/1/2014,Japan,0.0006
12/1/2014,Japan,0.0007
1/1/2015,Japan,0.0007
2/1/2015,Japan,0.0008
3/1/2015,Japan,0.0007
4/1/2015,Japan,0.0006
5/1/2015,Japan,0.0007
6/1/2015,Japan,0.0007
7/1/2015,Japan,0.0007
8/1/2015,Japan,0.0008
9/1/2015,Japan,0.0007
10/1/2015,Japan,0.0008
11/1/2015,Japan,0.0008
12/1/2015,Japan,0.0007
1/1/2016,Japan,0.0007
2/1/2016,Japan,0.0003
3/1/2016,Japan,-3.00E-05
4/1/2016,Japan,-0.00036
5/1/2016,Japan,-0.00059
6/1/2016,Japan,-0.00055
7/1/2016,Japan,-0.00043
8/1/2016,Japan,-0.00043
9/1/2016,Japan,-0.00052
10/1/2016,Japan,-0.00037
11/1/2016,Japan,-0.00049
12/1/2016,Japan,-0.00044
1/1/2017,Japan,-0.00045
2/1/2017,Japan,-0.00038
3/1/2017,Japan,-0.00042
4/1/2017,Japan,-0.00054
5/1/2017,Japan,-0.00053
6/1/2017,Japan,-0.00056
7/1/2017,Japan,-0.00054
8/1/2017,Japan,-0.00049
9/1/2017,Japan,-0.00058
10/1/2017,Japan,-0.00037
11/1/2017,Japan,-0.00048
12/1/2017,Japan,-0.00042
1/1/2018,Japan,-0.0004
2/1/2018,Japan,-0.00042
3/1/2018,Japan,-0.00062
4/1/2018,Japan,-0.00063
5/1/2018,Japan,-0.00061
6/1/2018,Japan,-0.00071
7/1/2018,Japan,-0.0007
8/1/2018,Japan,-0.00059
9/1/2018,Japan,-0.00058
10/1/2018,Japan,-0.0006
11/1/2018,Japan,-0.00071
12/1/2018,Japan,-0.00068
1/1/2019,Japan,-0.00064
2/1/2019,Japan,-0.00055
3/1/2019,Japan,-0.00041
4/1/2019,Japan,-0.00067
5/1/2019,Japan,-0.00049
6/1/2019,Japan,-0.00062
7/1/2019,Japan,-0.00071
8/1/2019,Japan,-0.00045
9/1/2019,Japan,-0.00059
10/1/2019,Japan,-0.00021
11/1/2019,Japan,-0.00043
12/1/2019,Japan,-0.00038
1/1/2020,Japan,-0.00032
2/1/2020,Japan,-0.00016
3/1/2020,Japan,-0.00047
4/1/2020,Japan,-0.00036
5/1/2020,Japan,-0.00047
6/1/2020,Japan,-0.00048
7/1/2020,Japan,-0.00028
8/1/2020,Japan,-0.00035
9/1/2020,Japan,-0.00054
10/1/2020,Japan,-0.0002
11/1/2020,Japan,-0.00032
12/1/2020,Japan,-0.00026
1/1/2021,Japan,-0.00017
2/1/2021,Japan,-0.00016
3/1/2021,Japan,-0.00017
4/1/2021,Japan,-0.00012
5/1/2021,Japan,-0.00017
6/1/2021,Japan,-0.00029
7/1/2021,Japan,-0.00036
8/1/2021,Japan,-0.00034
9/1/2021,Japan,-0.00022
10/1/2021,Japan,-0.00027
11/1/2021,Japan,-0.00039
12/1/2021,Japan,-0.00026
1/1/2022,Japan,-0.0002
2/1/2022,Japan,-0.00018
3/1/2022,Japan,-8.00E-05
4/1/2022,Japan,-0.00012
5/1/2022,Japan,-0.00018
6/1/2022,Japan,-0.00038
7/1/2022,Japan,-0.00012
8/1/2022,Japan,-0.00018
9/1/2022,Japan,-0.00049
10/1/2022,Japan,-0.0005
11/1/2022,Japan,-0.00067
12/1/2022,Japan,-0.0007
1/1/2023,Japan,-0.0002
2/1/2023,Japan,-0.00019
3/1/2023,Japan,-0.00017
4/1/2023,Japan,-0.00015
5/1/2023,Japan,-0.00051
6/1/2023,Japan,-0.00066
7/1/2023,Japan,-0.00046
8/1/2023,Japan,-0.00064
9/1/2023,Japan,-0.00054
10/1/2023,Japan,-0.0002
11/1/2023,Japan,-0.00015
12/1/2023,Japan,-0.00012
1/1/2024,Japan,-0.00014
2/1/2024,Japan,-6.00E-05
3/1/2024,Japan,0.00022
4/1/2024,Japan,0.00077
5/1/2024,Japan,0.00077
6/1/2024,Japan,0.00077
7/1/2024,Japan,0.00078
8/1/2024,Japan,0.00227
9/1/2024,Japan,0.00227
10/1/2024,Japan,0.00227
11/1/2024,Japan,0.00227
12/1/2024,Japan,0.00227
1/1/2025,Japan,0.00293
2/1/2025,Japan,0.00478
3/1/2025,Japan,0.00477
4/1/2025,Japan,0.00477
5/1/2025,Japan,0.00477
6/1/2025,Japan,0.00477
7/1/2025,Japan,0.00478
8/1/2025,Japan,0.00477
9/1/2025,Japan,0.00477
10/1/2025,Japan,0.00477
11/1/2025,Japan,0.00478
12/1/2025,Japan,0.00557
1/1/2026,Japan,0.00728
2/1/2026,Japan,0.00728
3/1/2026,Japan,0.00728
4/1/2026,Japan,0.00727
5/1/2026,Japan,0.00727
1/1/1972,Switzerland,0
2/1/1972,Switzerland,0
3/1/1972,Switzerland,0.00125
4/1/1972,Switzerland,0.0025
5/1/1972,Switzerland,0.015
6/1/1972,Switzerland,0.01625
7/1/1972,Switzerland,0
8/1/1972,Switzerland,0
9/1/1972,Switzerland,0.005
10/1/1972,Switzerland,0.015
11/1/1972,Switzerland,0.0425
12/1/1972,Switzerland,0.045
1/1/1973,Switzerland,0.0225
2/1/1973,Switzerland,0.045
3/1/1973,Switzerland,0.02
4/1/1973,Switzerland,0.00875
5/1/1973,Switzerland,0
6/1/1973,Switzerland,0.155
7/1/1973,Switzerland,0.02
8/1/1973,Switzerland,0.01
9/1/1973,Switzerland,0.01
10/1/1973,Switzerland,0.04
11/1/1973,Switzerland,0.085
12/1/1973,Switzerland,0.025
1/1/1974,Switzerland,0.0325
2/1/1974,Switzerland,0.05
3/1/1974,Switzerland,0.04
4/1/1974,Switzerland,0.01
5/1/1974,Switzerland,0.04
6/1/1974,Switzerland,0.04
7/1/1974,Switzerland,0.025
8/1/1974,Switzerland,0.06
9/1/1974,Switzerland,0.01
10/1/1974,Switzerland,0.0025
11/1/1974,Switzerland,0.03
12/1/1974,Switzerland,0.01
1/1/1975,Switzerland,0.005
2/1/1975,Switzerland,0.01
3/1/1975,Switzerland,0.01
4/1/1975,Switzerland,0.01
5/1/1975,Switzerland,0.01
6/1/1975,Switzerland,0.005
7/1/1975,Switzerland,0.03
8/1/1975,Switzerland,0.00375
9/1/1975,Switzerland,0.025
10/1/1975,Switzerland,0.0075
11/1/1975,Switzerland,0.02
12/1/1975,Switzerland,0.02
1/1/1976,Switzerland,0.005
2/1/1976,Switzerland,0.0075
3/1/1976,Switzerland,0.005
4/1/1976,Switzerland,0.005
5/1/1976,Switzerland,0.005
6/1/1976,Switzerland,0.0025
7/1/1976,Switzerland,0.015
8/1/1976,Switzerland,0.005
9/1/1976,Switzerland,0
10/1/1976,Switzerland,0
11/1/1976,Switzerland,0
12/1/1976,Switzerland,0
1/1/1977,Switzerland,0
2/1/1977,Switzerland,0.00125
3/1/1977,Switzerland,0
4/1/1977,Switzerland,0.035
5/1/1977,Switzerland,0.015
6/1/1977,Switzerland,0.01
7/1/1977,Switzerland,0.01
8/1/1977,Switzerland,0.005
9/1/1977,Switzerland,0
10/1/1977,Switzerland,0
11/1/1977,Switzerland,0
12/1/1977,Switzerland,0
1/1/1978,Switzerland,0
2/1/1978,Switzerland,0
3/1/1978,Switzerland,0
4/1/1978,Switzerland,0
5/1/1978,Switzerland,0
6/1/1978,Switzerland,0.0025
7/1/1978,Switzerland,0.0025
8/1/1978,Switzerland,0
9/1/1978,Switzerland,-0.0125
10/1/1978,Switzerland,-0.00375
11/1/1978,Switzerland,-0.005
12/1/1978,Switzerland,-0.00375
1/1/1979,Switzerland,-0.000625
2/1/1979,Switzerland,-0.0025
3/1/1979,Switzerland,-0.00125
4/1/1979,Switzerland,0.0025
5/1/1979,Switzerland,0.0125
6/1/1979,Switzerland,0
7/1/1979,Switzerland,0.0025
8/1/1979,Switzerland,0
9/1/1979,Switzerland,0
10/1/1979,Switzerland,0.003125
11/1/1979,Switzerland,0
12/1/1979,Switzerland,0.00125
1/1/1980,Switzerland,0
2/1/1980,Switzerland,0.0225
3/1/1980,Switzerland,0
4/1/1980,Switzerland,0.0325
5/1/1980,Switzerland,0.00125
6/1/1980,Switzerland,0.01375
7/1/1980,Switzerland,0.02875
8/1/1980,Switzerland,0.0225
9/1/1980,Switzerland,0
10/1/1980,Switzerland,0.025
11/1/1980,Switzerland,0.01
12/1/1980,Switzerland,0
1/1/1981,Switzerland,0.00625
2/1/1981,Switzerland,0.0675
3/1/1981,Switzerland,0.01
4/1/1981,Switzerland,0.05375
5/1/1981,Switzerland,0.003125
6/1/1981,Switzerland,0.01875
7/1/1981,Switzerland,0.00625
8/1/1981,Switzerland,0.005
9/1/1981,Switzerland,0.035
10/1/1981,Switzerland,0.031875
11/1/1981,Switzerland,0.020625
12/1/1981,Switzerland,0.0475
1/1/1982,Switzerland,0.031875
2/1/1982,Switzerland,0.045
3/1/1982,Switzerland,0.0025
4/1/1982,Switzerland,0.01875
5/1/1982,Switzerland,0.0025
6/1/1982,Switzerland,0
7/1/1982,Switzerland,0.005625
8/1/1982,Switzerland,0
9/1/1982,Switzerland,0.0075
10/1/1982,Switzerland,0.01
11/1/1982,Switzerland,0.01125
12/1/1982,Switzerland,0
1/1/1983,Switzerland,0.015
2/1/1983,Switzerland,0.006875
3/1/1983,Switzerland,0.030625
4/1/1983,Switzerland,0.00125
5/1/1983,Switzerland,0.026875
6/1/1983,Switzerland,0.021875
7/1/1983,Switzerland,0.02625
8/1/1983,Switzerland,0.01375
9/1/1983,Switzerland,0.00375
10/1/1983,Switzerland,0.0025
11/1/1983,Switzerland,0.005
12/1/1983,Switzerland,0.009375
1/1/1984,Switzerland,0.00875
2/1/1984,Switzerland,0.009375
3/1/1984,Switzerland,0.009375
4/1/1984,Switzerland,0.0275
5/1/1984,Switzerland,0.00875
6/1/1984,Switzerland,0.005
7/1/1984,Switzerland,0.019375
8/1/1984,Switzerland,0.008125
9/1/1984,Switzerland,0.005625
10/1/1984,Switzerland,0.015
11/1/1984,Switzerland,0.005
12/1/1984,Switzerland,0.06625
1/1/1985,Switzerland,0.011875
2/1/1985,Switzerland,0.01625
3/1/1985,Switzerland,0
4/1/1985,Switzerland,0.006875
5/1/1985,Switzerland,0.0075
6/1/1985,Switzerland,0.01
7/1/1985,Switzerland,0.006875
8/1/1985,Switzerland,0.0075
9/1/1985,Switzerland,0.000625
10/1/1985,Switzerland,0
11/1/1985,Switzerland,0.006875
12/1/1985,Switzerland,0.0125
1/1/1986,Switzerland,0.0075
2/1/1986,Switzerland,0.02125
3/1/1986,Switzerland,0.018125
4/1/1986,Switzerland,0.01
5/1/1986,Switzerland,0.008125
6/1/1986,Switzerland,0.009375
7/1/1986,Switzerland,0.0075
8/1/1986,Switzerland,0.015625
9/1/1986,Switzerland,0
10/1/1986,Switzerland,0.0025
11/1/1986,Switzerland,0.005
12/1/1986,Switzerland,0.025
1/1/1987,Switzerland,0.025
2/1/1987,Switzerland,0.02875
3/1/1987,Switzerland,0.00875
4/1/1987,Switzerland,0.02
5/1/1987,Switzerland,0.015625
6/1/1987,Switzerland,0.028125
7/1/1987,Switzerland,0.023125
8/1/1987,Switzerland,0.015625
9/1/1987,Switzerland,0.0075
10/1/1987,Switzerland,0.011875
11/1/1987,Switzerland,0.0125
12/1/1987,Switzerland,0
1/1/1988,Switzerland,0.005625
