date,country,yield
2/1/1988,Switzerland,0.005625
3/1/1988,Switzerland,0.01375
4/1/1988,Switzerland,0.0175
5/1/1988,Switzerland,0.0275
6/1/1988,Switzerland,0.0325
7/1/1988,Switzerland,0.026875
8/1/1988,Switzerland,0.030625
9/1/1988,Switzerland,0.0225
10/1/1988,Switzerland,0.034375
11/1/1988,Switzerland,0.045
12/1/1988,Switzerland,0.046875
1/1/1989,Switzerland,0.05
2/1/1989,Switzerland,0.04875
3/1/1989,Switzerland,0.0475
4/1/1989,Switzerland,0.06125
5/1/1989,Switzerland,0.081875
6/1/1989,Switzerland,0.075
7/1/1989,Switzerland,0.07
8/1/1989,Switzerland,0.070625
9/1/1989,Switzerland,0.07
10/1/1989,Switzerland,0.07375
11/1/1989,Switzerland,0.07375
12/1/1989,Switzerland,0.096875
1/1/1990,Switzerland,0.08625
2/1/1990,Switzerland,0.086875
3/1/1990,Switzerland,0.085
4/1/1990,Switzerland,0.08625
5/1/1990,Switzerland,0.08875
6/1/1990,Switzerland,0.089375
7/1/1990,Switzerland,0.085625
8/1/1990,Switzerland,0.07125
9/1/1990,Switzerland,0.0725
10/1/1990,Switzerland,0.07625
11/1/1990,Switzerland,0.073125
12/1/1990,Switzerland,0.0875
1/1/1991,Switzerland,0.07625
2/1/1991,Switzerland,0.081875
3/1/1991,Switzerland,0.086875
4/1/1991,Switzerland,0.084375
5/1/1991,Switzerland,0.07375
6/1/1991,Switzerland,0.075
7/1/1991,Switzerland,0.075
8/1/1991,Switzerland,0.0775
9/1/1991,Switzerland,0.083125
10/1/1991,Switzerland,0.065
11/1/1991,Switzerland,0.070625
12/1/1991,Switzerland,0.075625
1/1/1992,Switzerland,0.07125
2/1/1992,Switzerland,0.075
3/1/1992,Switzerland,0.09
4/1/1992,Switzerland,0.08625
5/1/1992,Switzerland,0.09625
6/1/1992,Switzerland,0.0875
7/1/1992,Switzerland,0.0825
8/1/1992,Switzerland,0.07375
9/1/1992,Switzerland,0.07
10/1/1992,Switzerland,0.0625
11/1/1992,Switzerland,0.065
12/1/1992,Switzerland,0.06375
1/1/1993,Switzerland,0.0525
2/1/1993,Switzerland,0.0575
3/1/1993,Switzerland,0.05625
4/1/1993,Switzerland,0.0525
5/1/1993,Switzerland,0.04875
6/1/1993,Switzerland,0.05375
7/1/1993,Switzerland,0.0475
8/1/1993,Switzerland,0.05
9/1/1993,Switzerland,0.04625
10/1/1993,Switzerland,0.04625
11/1/1993,Switzerland,0.045
12/1/1993,Switzerland,0.04125
1/1/1994,Switzerland,0.0425
2/1/1994,Switzerland,0.0425
3/1/1994,Switzerland,0.04125
4/1/1994,Switzerland,0.0375
5/1/1994,Switzerland,0.0425
6/1/1994,Switzerland,0.04
7/1/1994,Switzerland,0.04
8/1/1994,Switzerland,0.03875
9/1/1994,Switzerland,0.03875
10/1/1994,Switzerland,0.03625
11/1/1994,Switzerland,0.03375
12/1/1994,Switzerland,0.035
1/1/1995,Switzerland,0.03625
2/1/1995,Switzerland,0.035
3/1/1995,Switzerland,0.034375
4/1/1995,Switzerland,0.03375
5/1/1995,Switzerland,0.03125
6/1/1995,Switzerland,0.03
7/1/1995,Switzerland,0.025
8/1/1995,Switzerland,0.02875
9/1/1995,Switzerland,0.02
10/1/1995,Switzerland,0.01875
11/1/1995,Switzerland,0.02
12/1/1995,Switzerland,0.0175
1/1/1996,Switzerland,0.015
2/1/1996,Switzerland,0.0125
3/1/1996,Switzerland,0.01375
4/1/1996,Switzerland,0.01625
5/1/1996,Switzerland,0.02625
6/1/1996,Switzerland,0.02125
7/1/1996,Switzerland,0.0225
8/1/1996,Switzerland,0.0175
9/1/1996,Switzerland,0.01125
10/1/1996,Switzerland,0.015
11/1/1996,Switzerland,0.01625
12/1/1996,Switzerland,0.015
1/1/1997,Switzerland,0.015
2/1/1997,Switzerland,0.01625
3/1/1997,Switzerland,0.01625
4/1/1997,Switzerland,0.01375
5/1/1997,Switzerland,0.005
6/1/1997,Switzerland,0.0125
7/1/1997,Switzerland,0.0125
8/1/1997,Switzerland,0.01
9/1/1997,Switzerland,0.01125
10/1/1997,Switzerland,0.015
11/1/1997,Switzerland,0.011875
12/1/1997,Switzerland,0.01
1/1/1998,Switzerland,0.00625
2/1/1998,Switzerland,0.00625
3/1/1998,Switzerland,0.01375
4/1/1998,Switzerland,0.01375
5/1/1998,Switzerland,0.015
6/1/1998,Switzerland,0.02125
7/1/1998,Switzerland,0.015
8/1/1998,Switzerland,0.01375
9/1/1998,Switzerland,0.01
10/1/1998,Switzerland,0.0075
11/1/1998,Switzerland,0.015
12/1/1998,Switzerland,0.00875
1/1/1999,Switzerland,0.01
2/1/1999,Switzerland,0.01125
3/1/1999,Switzerland,0.01
4/1/1999,Switzerland,0.00875
5/1/1999,Switzerland,0.00875
6/1/1999,Switzerland,0.01
7/1/1999,Switzerland,0.0075
8/1/1999,Switzerland,0.0075
9/1/1999,Switzerland,0.01125
10/1/1999,Switzerland,0.00875
11/1/1999,Switzerland,0.00875
12/1/1999,Switzerland,0.0109375
1/1/2000,Switzerland,0.020625
2/1/2000,Switzerland,0.018
3/1/2000,Switzerland,0.0235
4/1/2000,Switzerland,0.0295
5/1/2000,Switzerland,0.027
6/1/2000,Switzerland,0.0305
7/1/2000,Switzerland,0.03
8/1/2000,Switzerland,0.0296
9/1/2000,Switzerland,0.031
10/1/2000,Switzerland,0.0308
11/1/2000,Switzerland,0.0293
12/1/2000,Switzerland,0.035
1/1/2001,Switzerland,0.0336
2/1/2001,Switzerland,0.033
3/1/2001,Switzerland,0.0335
4/1/2001,Switzerland,0.031
5/1/2001,Switzerland,0.0325
6/1/2001,Switzerland,0.0325
7/1/2001,Switzerland,0.032
8/1/2001,Switzerland,0.033
9/1/2001,Switzerland,0.0212
10/1/2001,Switzerland,0.0215
11/1/2001,Switzerland,0.0218
12/1/2001,Switzerland,0.0165
1/1/2002,Switzerland,0.0142
2/1/2002,Switzerland,0.0168
3/1/2002,Switzerland,0.0132
4/1/2002,Switzerland,0.0151
5/1/2002,Switzerland,0.0103
6/1/2002,Switzerland,0.0102
7/1/2002,Switzerland,0.0064
8/1/2002,Switzerland,0.006
9/1/2002,Switzerland,0.0065
10/1/2002,Switzerland,0.0053
11/1/2002,Switzerland,0.0059
12/1/2002,Switzerland,0.0044
1/1/2003,Switzerland,0.0048
2/1/2003,Switzerland,0.0049
3/1/2003,Switzerland,0.0017
4/1/2003,Switzerland,0.0011
5/1/2003,Switzerland,0.001
6/1/2003,Switzerland,0.0013
7/1/2003,Switzerland,0.0008
8/1/2003,Switzerland,0.0008
9/1/2003,Switzerland,0.0011
10/1/2003,Switzerland,0.001
11/1/2003,Switzerland,0.0011
12/1/2003,Switzerland,0.0009
1/1/2004,Switzerland,0.001
2/1/2004,Switzerland,0.0009
3/1/2004,Switzerland,0.001
4/1/2004,Switzerland,0.0012
5/1/2004,Switzerland,0.001
6/1/2004,Switzerland,0.0036
7/1/2004,Switzerland,0.0022
8/1/2004,Switzerland,0.0018
9/1/2004,Switzerland,0.0054
10/1/2004,Switzerland,0.0058
11/1/2004,Switzerland,0.0045
12/1/2004,Switzerland,0.0055
1/1/2005,Switzerland,0.006
2/1/2005,Switzerland,0.0063
3/1/2005,Switzerland,0.0075
4/1/2005,Switzerland,0.0064
5/1/2005,Switzerland,0.0066
6/1/2005,Switzerland,0.0058
7/1/2005,Switzerland,0.0063
8/1/2005,Switzerland,0.0063
9/1/2005,Switzerland,0.0063
10/1/2005,Switzerland,0.0061
11/1/2005,Switzerland,0.0063
12/1/2005,Switzerland,0.0063
1/1/2006,Switzerland,0.0075
2/1/2006,Switzerland,0.0091
3/1/2006,Switzerland,0.0103
4/1/2006,Switzerland,0.0122
5/1/2006,Switzerland,0.0116
6/1/2006,Switzerland,0.0127
7/1/2006,Switzerland,0.013
8/1/2006,Switzerland,0.0133
9/1/2006,Switzerland,0.0161
10/1/2006,Switzerland,0.0159
11/1/2006,Switzerland,0.0187
12/1/2006,Switzerland,0.0194
1/1/2007,Switzerland,0.0202
2/1/2007,Switzerland,0.0194
3/1/2007,Switzerland,0.0198
4/1/2007,Switzerland,0.021
5/1/2007,Switzerland,0.0218
6/1/2007,Switzerland,0.0256
7/1/2007,Switzerland,0.025
8/1/2007,Switzerland,0.0235
9/1/2007,Switzerland,0.022
10/1/2007,Switzerland,0.0209
11/1/2007,Switzerland,0.0206
12/1/2007,Switzerland,0.02
1/1/2008,Switzerland,0.0238
2/1/2008,Switzerland,0.0232
3/1/2008,Switzerland,0.0262
4/1/2008,Switzerland,0.0183
5/1/2008,Switzerland,0.0195
6/1/2008,Switzerland,0.0182
7/1/2008,Switzerland,0.0197
8/1/2008,Switzerland,0.0198
9/1/2008,Switzerland,0.017
10/1/2008,Switzerland,0.003
11/1/2008,Switzerland,0.0005
12/1/2008,Switzerland,0.0001
1/1/2009,Switzerland,0
2/1/2009,Switzerland,0
3/1/2009,Switzerland,0.0005
4/1/2009,Switzerland,0.0005
5/1/2009,Switzerland,0.0005
6/1/2009,Switzerland,0.0005
7/1/2009,Switzerland,0.0005
8/1/2009,Switzerland,0.0005
9/1/2009,Switzerland,0.0005
10/1/2009,Switzerland,0.0005
11/1/2009,Switzerland,0.0005
12/1/2009,Switzerland,0.0005
1/1/2010,Switzerland,0.0005
2/1/2010,Switzerland,0.0005
3/1/2010,Switzerland,0.0005
4/1/2010,Switzerland,0.0005
5/1/2010,Switzerland,0.0002
6/1/2010,Switzerland,0.0003
7/1/2010,Switzerland,0.0005
8/1/2010,Switzerland,0.0008
9/1/2010,Switzerland,0.0008
10/1/2010,Switzerland,0.0005
11/1/2010,Switzerland,0.0004
12/1/2010,Switzerland,0.0004
1/1/2011,Switzerland,0.0004
2/1/2011,Switzerland,0.0004
3/1/2011,Switzerland,0.0004
4/1/2011,Switzerland,0.0004
5/1/2011,Switzerland,0.0009
6/1/2011,Switzerland,0.0009
7/1/2011,Switzerland,0.0005
8/1/2011,Switzerland,-0.0029
9/1/2011,Switzerland,0.0002
10/1/2011,Switzerland,0.0005
11/1/2011,Switzerland,0.0005
12/1/2011,Switzerland,0.0007
1/1/2012,Switzerland,0.0001
2/1/2012,Switzerland,0.0003
3/1/2012,Switzerland,0.0005
4/1/2012,Switzerland,0.0002
5/1/2012,Switzerland,0
6/1/2012,Switzerland,0
7/1/2012,Switzerland,0
8/1/2012,Switzerland,-0.0005
9/1/2012,Switzerland,0.0001
10/1/2012,Switzerland,0.0001
11/1/2012,Switzerland,-0.0005
12/1/2012,Switzerland,-0.002
1/1/2013,Switzerland,-0.0015
2/1/2013,Switzerland,-0.002
3/1/2013,Switzerland,-0.001
4/1/2013,Switzerland,0.0006
5/1/2013,Switzerland,-0.0003
6/1/2013,Switzerland,-0.0003
7/1/2013,Switzerland,0.0001
8/1/2013,Switzerland,-0.002
9/1/2013,Switzerland,-0.0005
10/1/2013,Switzerland,-0.0015
11/1/2013,Switzerland,-0.0008
12/1/2013,Switzerland,0.0001
1/1/2014,Switzerland,-0.0012
2/1/2014,Switzerland,-0.0015
3/1/2014,Switzerland,-0.0015
4/1/2014,Switzerland,-0.0015
5/1/2014,Switzerland,-0.0016
6/1/2014,Switzerland,-0.0015
7/1/2014,Switzerland,-0.0015
8/1/2014,Switzerland,-0.001
9/1/2014,Switzerland,-0.001
10/1/2014,Switzerland,-0.001
11/1/2014,Switzerland,-0.001
12/1/2014,Switzerland,-0.02
1/1/2015,Switzerland,-0.0175
2/1/2015,Switzerland,-0.01
3/1/2015,Switzerland,-0.015
4/1/2015,Switzerland,-0.01
5/1/2015,Switzerland,-0.0125
6/1/2015,Switzerland,-0.0115
7/1/2015,Switzerland,-0.01
8/1/2015,Switzerland,-0.0125
9/1/2015,Switzerland,-0.01
10/1/2015,Switzerland,-0.009
11/1/2015,Switzerland,-0.011
12/1/2015,Switzerland,-0.01
1/1/2016,Switzerland,-0.01
2/1/2016,Switzerland,-0.0085
3/1/2016,Switzerland,-0.011
4/1/2016,Switzerland,-0.01
5/1/2016,Switzerland,-0.0125
6/1/2016,Switzerland,-0.0175
7/1/2016,Switzerland,-0.01
8/1/2016,Switzerland,-0.0365
9/1/2016,Switzerland,-0.0095
10/1/2016,Switzerland,-0.0085
11/1/2016,Switzerland,-0.009
12/1/2016,Switzerland,-0.009
1/1/2017,Switzerland,-0.009
2/1/2017,Switzerland,-0.0095
3/1/2017,Switzerland,-0.0095
4/1/2017,Switzerland,-0.009
5/1/2017,Switzerland,-0.0095
6/1/2017,Switzerland,-0.0118
7/1/2017,Switzerland,-0.009
8/1/2017,Switzerland,-0.0115
9/1/2017,Switzerland,-0.009
10/1/2017,Switzerland,-0.0097
11/1/2017,Switzerland,-0.01
12/1/2017,Switzerland,-0.01
1/1/2018,Switzerland,-0.01
2/1/2018,Switzerland,-0.0095
3/1/2018,Switzerland,-0.01
4/1/2018,Switzerland,-0.0098
5/1/2018,Switzerland,-0.0095
6/1/2018,Switzerland,-0.009
7/1/2018,Switzerland,-0.0095
8/1/2018,Switzerland,-0.009
9/1/2018,Switzerland,-0.009
10/1/2018,Switzerland,-0.009
11/1/2018,Switzerland,-0.009
12/1/2018,Switzerland,-0.0095
1/1/2019,Switzerland,-0.009
2/1/2019,Switzerland,-0.0097
3/1/2019,Switzerland,-0.0151
4/1/2019,Switzerland,-0.0085
5/1/2019,Switzerland,-0.009
6/1/2019,Switzerland,-0.0095
7/1/2019,Switzerland,-0.007
8/1/2019,Switzerland,-0.0105
9/1/2019,Switzerland,-0.01
10/1/2019,Switzerland,-0.0091
11/1/2019,Switzerland,-0.0083
12/1/2019,Switzerland,-0.01
1/1/2020,Switzerland,-0.0085
2/1/2020,Switzerland,-0.008
3/1/2020,Switzerland,-0.0125
4/1/2020,Switzerland,-0.0085
5/1/2020,Switzerland,-0.0085
6/1/2020,Switzerland,-0.009
7/1/2020,Switzerland,-0.0085
8/1/2020,Switzerland,-0.0083
9/1/2020,Switzerland,-0.0085
10/1/2020,Switzerland,-0.0083
11/1/2020,Switzerland,-0.0083
12/1/2020,Switzerland,-0.0085
1/1/2021,Switzerland,-0.0085
2/1/2021,Switzerland,-0.0085
3/1/2021,Switzerland,-0.0083
4/1/2021,Switzerland,-0.0085
5/1/2021,Switzerland,-0.0085
6/1/2021,Switzerland,-0.009
7/1/2021,Switzerland,-0.0085
8/1/2021,Switzerland,-0.008
9/1/2021,Switzerland,-0.008
10/1/2021,Switzerland,-0.008
11/1/2021,Switzerland,-0.008
12/1/2021,Switzerland,-0.009
1/1/2022,Switzerland,-0.008
2/1/2022,Switzerland,-0.0086
3/1/2022,Switzerland,-0.008
4/1/2022,Switzerland,-0.007
5/1/2022,Switzerland,-0.008
6/1/2022,Switzerland,-0.0026
7/1/2022,Switzerland,-0.0026
8/1/2022,Switzerland,-0.002
9/1/2022,Switzerland,-0.001
10/1/2022,Switzerland,-0.0006
11/1/2022,Switzerland,-0.0005
12/1/2022,Switzerland,0.0024
1/1/2023,Switzerland,0.0045
2/1/2023,Switzerland,0.0045
3/1/2023,Switzerland,0.006
4/1/2023,Switzerland,0.009
5/1/2023,Switzerland,0.0095
6/1/2023,Switzerland,0.012
7/1/2023,Switzerland,0.012
8/1/2023,Switzerland,0.012
9/1/2023,Switzerland,0.012
10/1/2023,Switzerland,0.012
11/1/2023,Switzerland,0.0163
12/1/2023,Switzerland,0.016
1/1/2024,Switzerland,0.0145
2/1/2024,Switzerland,0.015
3/1/2024,Switzerland,0.0134
4/1/2024,Switzerland,0.013
5/1/2024,Switzerland,0.0127
6/1/2024,Switzerland,0.0092
7/1/2024,Switzerland,0.0093
8/1/2024,Switzerland,0.0108
9/1/2024,Switzerland,0.0064
10/1/2024,Switzerland,0.0085
11/1/2024,Switzerland,0.0073
12/1/2024,Switzerland,0.0016
1/1/2025,Switzerland,0.0023
2/1/2025,Switzerland,0.002
3/1/2025,Switzerland,0.0015
4/1/2025,Switzerland,0.0006
5/1/2025,Switzerland,0.0003
6/1/2025,Switzerland,-0.002
7/1/2025,Switzerland,-0.002
8/1/2025,Switzerland,-0.002
9/1/2025,Switzerland,-0.0024
10/1/2025,Switzerland,-0.002
11/1/2025,Switzerland,-0.002
12/1/2025,Switzerland,-0.003
1/1/2026,Switzerland,-0.002
2/1/2026,Switzerland,-0.0016
3/1/2026,Switzerland,-0.0035
4/1/2026,Switzerland,-0.003
5/1/2026,Switzerland,-0.0025
1/1/1978,UK,0.0649
2/1/1978,UK,0.057
3/1/1978,UK,0.0598
4/1/1978,UK,0.0544
5/1/1978,UK,0.0703
6/1/1978,UK,0.0918
7/1/1978,UK,0.1031
8/1/1978,UK,0.0845
9/1/1978,UK,0.0823
10/1/1978,UK,0.0873
11/1/1978,UK,0.1027
12/1/1978,UK,0.11
1/1/1979,UK,0.1112
2/1/1979,UK,0.1256
3/1/1979,UK,0.1246
4/1/1979,UK,0.1146
5/1/1979,UK,0.115
6/1/1979,UK,0.1173
7/1/1979,UK,0.1343
8/1/1979,UK,0.1358
9/1/1979,UK,0.1329
10/1/1979,UK,0.1326
11/1/1979,UK,0.1321
12/1/1979,UK,0.1558
1/1/1980,UK,0.171
2/1/1980,UK,0.1741
3/1/1980,UK,0.1719
4/1/1980,UK,0.1692
5/1/1980,UK,0.1701
6/1/1980,UK,0.1832
7/1/1980,UK,0.1767
8/1/1980,UK,0.1636
9/1/1980,UK,0.1632
10/1/1980,UK,0.1734
11/1/1980,UK,0.1529
12/1/1980,UK,0.1383
1/1/1981,UK,0.139
2/1/1981,UK,0.1413
3/1/1981,UK,0.1428
4/1/1981,UK,0.1169
5/1/1981,UK,0.1116
6/1/1981,UK,0.1032
7/1/1981,UK,0.1193
8/1/1981,UK,0.126
9/1/1981,UK,0.1312
10/1/1981,UK,0.1599
11/1/1981,UK,0.1564
12/1/1981,UK,0.1355
1/1/1982,UK,0.1423
2/1/1982,UK,0.143
3/1/1982,UK,0.1381
4/1/1982,UK,0.124
5/1/1982,UK,0.1313
6/1/1982,UK,0.1284
7/1/1982,UK,0.1268
8/1/1982,UK,0.1163
9/1/1982,UK,0.11
10/1/1982,UK,0.1043
11/1/1982,UK,0.0937
12/1/1982,UK,0.1071
1/1/1983,UK,0.1108
2/1/1983,UK,0.1134
3/1/1983,UK,0.1105
4/1/1983,UK,0.1057
5/1/1983,UK,0.1034
6/1/1983,UK,0.0983
7/1/1983,UK,0.0923
8/1/1983,UK,0.0922
9/1/1983,UK,0.0981
10/1/1983,UK,0.0916
11/1/1983,UK,0.0904
12/1/1983,UK,0.0899
1/1/1984,UK,0.0914
2/1/1984,UK,0.0924
3/1/1984,UK,0.0906
4/1/1984,UK,0.0853
5/1/1984,UK,0.0735
6/1/1984,UK,0.0856
7/1/1984,UK,0.1128
8/1/1984,UK,0.1154
9/1/1984,UK,0.1056
10/1/1984,UK,0.1057
11/1/1984,UK,0.1017
12/1/1984,UK,0.0919
1/1/1985,UK,0.1109
2/1/1985,UK,0.1405
3/1/1985,UK,0.146
4/1/1985,UK,0.133
5/1/1985,UK,0.1268
6/1/1985,UK,0.1272
7/1/1985,UK,0.1266
8/1/1985,UK,0.1194
9/1/1985,UK,0.1157
10/1/1985,UK,0.1172
11/1/1985,UK,0.1163
12/1/1985,UK,0.115
1/1/1986,UK,0.115
2/1/1986,UK,0.1256
3/1/1986,UK,0.1275
4/1/1986,UK,0.1143
5/1/1986,UK,0.1056
6/1/1986,UK,0.1027
7/1/1986,UK,0.1008
8/1/1986,UK,0.1
9/1/1986,UK,0.0938
10/1/1986,UK,0.0988
11/1/1986,UK,0.1056
12/1/1986,UK,0.1083
1/1/1987,UK,0.1103
2/1/1987,UK,0.1109
3/1/1987,UK,0.1079
4/1/1987,UK,0.0986
5/1/1987,UK,0.0887
6/1/1987,UK,0.09
7/1/1987,UK,0.088
8/1/1987,UK,0.0902
9/1/1987,UK,0.0962
10/1/1987,UK,0.0962
11/1/1987,UK,0.0913
12/1/1987,UK,0.0851
1/1/1988,UK,0.0807
2/1/1988,UK,0.082
3/1/1988,UK,0.085
4/1/1988,UK,0.0804
5/1/1988,UK,0.0724
6/1/1988,UK,0.0688
7/1/1988,UK,0.0921
8/1/1988,UK,0.1026
9/1/1988,UK,0.106
10/1/1988,UK,0.1175
11/1/1988,UK,0.1183
12/1/1988,UK,0.1257
1/1/1989,UK,0.1298
2/1/1989,UK,0.1251
3/1/1989,UK,0.1258
4/1/1989,UK,0.1132
5/1/1989,UK,0.1248
6/1/1989,UK,0.1301
7/1/1989,UK,0.1388
8/1/1989,UK,0.1385
9/1/1989,UK,0.1383
10/1/1989,UK,0.1478
11/1/1989,UK,0.1486
12/1/1989,UK,0.1498
1/1/1990,UK,0.1491
2/1/1990,UK,0.1486
3/1/1990,UK,0.1482
4/1/1990,UK,0.1483
5/1/1990,UK,0.1493
6/1/1990,UK,0.1476
7/1/1990,UK,0.1491
8/1/1990,UK,0.1493
9/1/1990,UK,0.1487
10/1/1990,UK,0.1413
11/1/1990,UK,0.1445
12/1/1990,UK,0.1435
1/1/1991,UK,0.1402
2/1/1991,UK,0.14
3/1/1991,UK,0.1345
4/1/1991,UK,0.1204
5/1/1991,UK,0.1218
6/1/1991,UK,0.1163
7/1/1991,UK,0.1135
8/1/1991,UK,0.1096
9/1/1991,UK,0.1066
10/1/1991,UK,0.1056
11/1/1991,UK,0.1045
12/1/1991,UK,0.1072
1/1/1992,UK,0.1061
2/1/1992,UK,0.1062
3/1/1992,UK,0.1041
4/1/1992,UK,0.102
5/1/1992,UK,0.0991
6/1/1992,UK,0.0993
7/1/1992,UK,0.0998
8/1/1992,UK,0.0968
9/1/1992,UK,0.0994
10/1/1992,UK,0.0965
11/1/1992,UK,0.0761
12/1/1992,UK,0.0682
1/1/1993,UK,0.0692
2/1/1993,UK,0.0588
3/1/1993,UK,0.06
4/1/1993,UK,0.059
5/1/1993,UK,0.0564
6/1/1993,UK,0.0579
7/1/1993,UK,0.0602
8/1/1993,UK,0.0576
9/1/1993,UK,0.061
10/1/1993,UK,0.0571
11/1/1993,UK,0.0571
12/1/1993,UK,0.0588
1/1/1994,UK,0.0547
2/1/1994,UK,0.0507
3/1/1994,UK,0.0524
4/1/1994,UK,0.0484
5/1/1994,UK,0.048
6/1/1994,UK,0.0477
7/1/1994,UK,0.0497
8/1/1994,UK,0.0472
9/1/1994,UK,0.0483
10/1/1994,UK,0.0538
11/1/1994,UK,0.0513
12/1/1994,UK,0.0544
1/1/1995,UK,0.0582
2/1/1995,UK,0.0612
3/1/1995,UK,0.0583
4/1/1995,UK,0.0569
5/1/1995,UK,0.0588
6/1/1995,UK,0.063
7/1/1995,UK,0.0663
8/1/1995,UK,0.0657
9/1/1995,UK,0.067
10/1/1995,UK,0.0662
11/1/1995,UK,0.0684
12/1/1995,UK,0.0669
1/1/1996,UK,0.0644
2/1/1996,UK,0.0632
3/1/1996,UK,0.0608
4/1/1996,UK,0.0596
5/1/1996,UK,0.0601
6/1/1996,UK,0.0578
7/1/1996,UK,0.0576
8/1/1996,UK,0.0572
9/1/1996,UK,0.0573
10/1/1996,UK,0.0577
11/1/1996,UK,0.0586
12/1/1996,UK,0.0583
1/1/1997,UK,0.059005
2/1/1997,UK,0.05985
3/1/1997,UK,0.059651
4/1/1997,UK,0.059618
5/1/1997,UK,0.062154
6/1/1997,UK,0.062227
7/1/1997,UK,0.065192
8/1/1997,UK,0.069488
9/1/1997,UK,0.069772
10/1/1997,UK,0.071462
11/1/1997,UK,0.072269
12/1/1997,UK,0.071379
1/1/1998,UK,0.072679
2/1/1998,UK,0.073406
3/1/1998,UK,0.074033
4/1/1998,UK,0.072519
5/1/1998,UK,0.072596
6/1/1998,UK,0.071409
7/1/1998,UK,0.073283
8/1/1998,UK,0.075309
9/1/1998,UK,0.07279
10/1/1998,UK,0.075534
11/1/1998,UK,0.068577
12/1/1998,UK,0.06375
1/1/1999,UK,0.059922
2/1/1999,UK,0.057693
3/1/1999,UK,0.055665
4/1/1999,UK,0.053295
5/1/1999,UK,0.052689
6/1/1999,UK,0.048972
7/1/1999,UK,0.04997
8/1/1999,UK,0.048419
9/1/1999,UK,0.04919
10/1/1999,UK,0.050623
11/1/1999,UK,0.052513
12/1/1999,UK,0.047814
1/1/2000,UK,0.053527
2/1/2000,UK,0.058408
3/1/2000,UK,0.05762
4/1/2000,UK,0.059347
5/1/2000,UK,0.059122
6/1/2000,UK,0.059032
7/1/2000,UK,0.059867
8/1/2000,UK,0.058846
9/1/2000,UK,0.061259
10/1/2000,UK,0.058135
11/1/2000,UK,0.059811
12/1/2000,UK,0.057383
1/1/2001,UK,0.059208
2/1/2001,UK,0.058447
3/1/2001,UK,0.054017
4/1/2001,UK,0.053159
5/1/2001,UK,0.055203
6/1/2001,UK,0.047796
7/1/2001,UK,0.052943
8/1/2001,UK,0.048046
9/1/2001,UK,0.048526
10/1/2001,UK,0.045973
11/1/2001,UK,0.035761
12/1/2001,UK,0.045841
1/1/2002,UK,0.037685
2/1/2002,UK,0.040574
3/1/2002,UK,0.040431
4/1/2002,UK,0.03752
5/1/2002,UK,0.039273
6/1/2002,UK,0.035006
7/1/2002,UK,0.03861
8/1/2002,UK,0.041371
9/1/2002,UK,0.038711
10/1/2002,UK,0.040884
11/1/2002,UK,0.036521
12/1/2002,UK,0.043953
1/1/2003,UK,0.038044
2/1/2003,UK,0.037243
3/1/2003,UK,0.039196
4/1/2003,UK,0.03619
5/1/2003,UK,0.036875
6/1/2003,UK,0.036535
7/1/2003,UK,0.032923
8/1/2003,UK,0.035053
9/1/2003,UK,0.035179
10/1/2003,UK,0.03355
11/1/2003,UK,0.035483
12/1/2003,UK,0.037778
1/1/2004,UK,0.037159
2/1/2004,UK,0.040873
3/1/2004,UK,0.03904
4/1/2004,UK,0.038914
5/1/2004,UK,0.04203
6/1/2004,UK,0.043628
7/1/2004,UK,0.044623
8/1/2004,UK,0.0463
9/1/2004,UK,0.047314
10/1/2004,UK,0.047297
11/1/2004,UK,0.047408
12/1/2004,UK,0.047618
1/1/2005,UK,0.047599
2/1/2005,UK,0.04816
3/1/2005,UK,0.047618
4/1/2005,UK,0.048125
5/1/2005,UK,0.047079
6/1/2005,UK,0.047935
7/1/2005,UK,0.047546
8/1/2005,UK,0.045775
9/1/2005,UK,0.045499
10/1/2005,UK,0.044246
11/1/2005,UK,0.045458
12/1/2005,UK,0.046381
1/1/2006,UK,0.044829
2/1/2006,UK,0.044255
3/1/2006,UK,0.045402
4/1/2006,UK,0.044928
5/1/2006,UK,0.045093
6/1/2006,UK,0.045712
7/1/2006,UK,0.045459
8/1/2006,UK,0.048026
9/1/2006,UK,0.047892
10/1/2006,UK,0.048255
11/1/2006,UK,0.049968
12/1/2006,UK,0.050844
1/1/2007,UK,0.052231
2/1/2007,UK,0.053183
3/1/2007,UK,0.053032
4/1/2007,UK,0.052915
5/1/2007,UK,0.054778
6/1/2007,UK,0.056093
7/1/2007,UK,0.058434
8/1/2007,UK,0.059127
9/1/2007,UK,0.058246
10/1/2007,UK,0.057751
11/1/2007,UK,0.057892
12/1/2007,UK,0.055964
1/1/2008,UK,0.055049
2/1/2008,UK,0.053322
3/1/2008,UK,0.053078
4/1/2008,UK,0.0508
5/1/2008,UK,0.050314
6/1/2008,UK,0.050326
7/1/2008,UK,0.050099
8/1/2008,UK,0.04997
9/1/2008,UK,0.048925
10/1/2008,UK,0.044115
11/1/2008,UK,0.027846
12/1/2008,UK,0.016525
1/1/2009,UK,0.01326
2/1/2009,UK,0.008973
3/1/2009,UK,0.005224
4/1/2009,UK,0.004099
5/1/2009,UK,0.004133
6/1/2009,UK,0.004158
7/1/2009,UK,0.004173
8/1/2009,UK,0.00422
9/1/2009,UK,0.004302
10/1/2009,UK,0.004472
11/1/2009,UK,0.004509
